obs_id,train_id,age,sex,length,diameter,height,total_weight,shucked_weight,viscera_weight,sheel_weight
id_001287,test,NA,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195
id_001288,train,9.5,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
id_001289,train,8.5,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
id_001290,train,9.5,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171
id_001291,train,8.5,I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16
id_001292,valid,14.5,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205
id_001293,train,10.5,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175
id_001294,train,11.5,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18
id_001295,train,10.5,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905
id_001296,test,NA,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164
id_001297,train,10.5,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
id_001298,train,10.5,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167
id_001299,train,11.5,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
id_001300,train,10.5,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189
id_001301,test,NA,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21
id_001302,test,NA,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154
id_001303,valid,9.5,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225
id_001304,valid,10.5,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075
id_001305,test,NA,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194
id_001306,train,11.5,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
id_001307,train,10.5,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229
id_001308,train,9.5,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227
id_001309,train,10.5,F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207
id_001310,train,11.5,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
id_001311,test,NA,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185
id_001312,train,12.5,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223
id_001313,valid,10.5,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2
id_001314,test,NA,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
id_001315,train,11.5,I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325
id_001316,train,10.5,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215
id_001317,test,NA,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
id_001318,train,11.5,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28
id_001319,test,NA,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
id_001320,test,NA,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225
id_001321,train,10.5,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236
id_001322,train,10.5,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165
id_001323,train,11.5,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
id_001324,train,10.5,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235
id_001325,train,12.5,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21
id_001326,valid,9.5,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225
id_001327,train,9.5,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219
id_001328,train,12.5,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685
id_001329,valid,11.5,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215
id_001330,train,9.5,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245
id_001331,valid,10.5,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655
id_001332,valid,11.5,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
id_001333,train,11.5,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202
id_001334,train,10.5,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275
id_001335,train,11.5,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125
id_001336,train,10.5,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306
id_001337,train,11.5,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22
id_001338,test,NA,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955
id_001339,valid,11.5,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204
id_001340,test,NA,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253
id_001341,train,10.5,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235
id_001342,test,NA,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335
id_001343,train,11.5,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285
id_001344,train,11.5,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
id_001345,train,11.5,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295
id_001346,test,NA,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885
id_001347,train,9.5,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
id_001348,train,10.5,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23
id_001349,train,10.5,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31
id_001350,test,NA,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275
id_001351,train,11.5,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
id_001352,train,13.5,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305
id_001353,train,11.5,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
id_001354,train,12.5,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325
id_001355,test,NA,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27
id_001356,train,12.5,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28
id_001357,test,NA,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269
id_001358,train,12.5,M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295
id_001359,train,12.5,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33
id_001360,valid,11.5,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315
id_001361,train,12.5,I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26
id_001362,valid,10.5,F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335
id_001363,train,13.5,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
id_001364,train,11.5,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25
id_001365,train,13.5,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305
id_001366,train,11.5,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035
id_001367,train,10.5,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286
id_001368,train,11.5,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347
id_001369,train,11.5,M,0.61,0.46,0.16,1,0.494,0.197,0.275
id_001370,train,11.5,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
id_001371,train,11.5,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34
id_001372,train,11.5,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295
id_001373,train,13.5,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
id_001374,valid,11.5,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3
id_001375,train,10.5,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
id_001376,train,11.5,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355
id_001377,valid,11.5,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39
id_001378,valid,13.5,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355
id_001379,train,11.5,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354
id_001380,train,11.5,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33
id_001381,train,10.5,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
id_001382,test,NA,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
id_001383,train,10.5,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321
id_001384,valid,13.5,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185
id_001385,train,10.5,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345
id_001386,train,12.5,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
id_001387,train,13.5,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365
id_001388,train,11.5,I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28
id_001389,test,NA,M,0.63,0.495,0.16,1.093,0.497,0.221,0.315
id_001390,train,11.5,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455
id_001391,train,10.5,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39
id_001392,train,10.5,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323
id_001393,train,11.5,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665
id_001394,valid,11.5,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31
id_001395,train,16.5,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406
id_001396,train,11.5,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
id_001397,valid,12.5,M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345
id_001398,test,NA,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725
id_001399,valid,12.5,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
id_001400,train,12.5,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349
id_001401,train,12.5,F,0.65,0.59,0.22,1.662,0.77,0.378,0.435
id_001402,valid,12.5,M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405
id_001403,test,NA,M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375
id_001404,train,11.5,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391
id_001405,train,11.5,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985
id_001406,train,14.5,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
id_001407,test,NA,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
id_001408,train,11.5,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
id_001409,valid,11.5,F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
id_001410,test,NA,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
id_001411,train,11.5,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
id_001412,test,NA,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
id_001413,train,11.5,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745
id_001414,valid,14.5,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469
id_001415,train,10.5,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
id_001416,test,NA,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
id_001417,test,NA,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195
id_001418,train,11.5,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
id_001419,valid,12.5,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528
id_001420,test,NA,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
id_001421,valid,12.5,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45
id_001422,train,14.5,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51
id_001423,train,13.5,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
id_001424,test,NA,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595
id_001425,train,12.5,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
id_001426,train,13.5,F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
id_001427,train,10.5,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558
id_001428,valid,15.5,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612
id_001429,train,15.5,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
id_001430,train,4.5,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
id_001431,valid,5.5,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036
id_001432,train,8.5,I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605
id_001433,train,6.5,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
id_001434,valid,7.5,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
id_001435,valid,8.5,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067
id_001436,train,6.5,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
id_001437,train,6.5,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765
id_001438,test,NA,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
id_001439,train,8.5,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
id_001440,train,9.5,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
id_001441,train,8.5,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
id_001442,train,7.5,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805
id_001443,train,6.5,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073
id_001444,train,10.5,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
id_001445,valid,7.5,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088
id_001446,train,7.5,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075
id_001447,train,6.5,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015
id_001448,valid,9.5,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
id_001449,train,10.5,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135
id_001450,train,7.5,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
id_001451,train,8.5,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
id_001452,train,9.5,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125
id_001453,train,10.5,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
id_001454,train,7.5,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
id_001455,train,7.5,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365
id_001456,valid,9.5,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142
id_001457,valid,8.5,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165
id_001458,train,8.5,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335
id_001459,train,8.5,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
id_001460,train,7.5,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
id_001461,test,NA,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
id_001462,train,7.5,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
id_001463,train,8.5,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144
id_001464,train,10.5,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
id_001465,train,10.5,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
id_001466,train,9.5,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
id_001467,test,NA,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
id_001468,train,8.5,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
id_001469,train,9.5,M,0.52,0.4,0.125,0.559,0.254,0.139,0.149
id_001470,train,9.5,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
id_001471,train,10.5,I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
id_001472,train,9.5,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175
id_001473,train,10.5,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
id_001474,train,9.5,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
id_001475,train,10.5,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
id_001476,train,9.5,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
id_001477,train,10.5,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
id_001478,train,9.5,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249
id_001479,valid,10.5,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238
id_001480,train,9.5,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
id_001481,train,10.5,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
id_001482,valid,10.5,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
id_001483,test,NA,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
id_001484,valid,9.5,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
id_001485,valid,10.5,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
id_001486,train,9.5,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
id_001487,train,10.5,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288
id_001488,train,9.5,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
id_001489,valid,10.5,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
id_001490,test,NA,F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765
id_001491,test,NA,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38
id_001492,train,10.5,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
id_001493,train,12.5,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
id_001494,test,NA,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
id_001495,train,11.5,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25
id_001496,train,9.5,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275
id_001497,valid,10.5,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
id_001498,test,NA,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465
id_001499,valid,12.5,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305
id_001500,train,10.5,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276
id_001501,test,NA,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
id_001502,train,10.5,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305
id_001503,train,12.5,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
id_001504,train,11.5,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
id_001505,test,NA,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
id_001506,train,9.5,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377
id_001507,train,10.5,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
id_001508,test,NA,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
id_001509,train,12.5,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
id_001510,test,NA,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335
id_001511,test,NA,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
id_001512,train,11.5,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
id_001513,valid,10.5,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
id_001514,train,9.5,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
id_001515,valid,12.5,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
id_001516,test,NA,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
id_001517,train,11.5,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345
id_001518,valid,11.5,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
id_001519,valid,12.5,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
id_001520,train,11.5,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
id_001521,train,11.5,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415
id_001522,train,13.5,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
id_001523,train,12.5,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
id_001524,valid,13.5,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
id_001525,train,12.5,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32
id_001526,train,12.5,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
id_001527,test,NA,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388
id_001528,test,NA,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494
id_001529,train,14.5,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
id_001530,test,NA,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
id_001531,valid,12.5,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445
id_001532,test,NA,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
id_001533,train,6.5,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
id_001534,train,7.5,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405
id_001535,train,7.5,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415
id_001536,train,7.5,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415
id_001537,train,6.5,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05
id_001538,train,6.5,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
id_001539,valid,7.5,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054
id_001540,train,8.5,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058
id_001541,test,NA,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061
id_001542,train,8.5,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066
id_001543,test,NA,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
id_001544,test,NA,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066
id_001545,train,7.5,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065
id_001546,valid,8.5,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
id_001547,test,NA,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
id_001548,train,7.5,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082
id_001549,test,NA,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076
id_001550,train,8.5,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07
id_001551,train,9.5,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835
id_001552,test,NA,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
id_001553,train,8.5,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
id_001554,train,8.5,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
id_001555,train,9.5,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
id_001556,train,9.5,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075
id_001557,train,8.5,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
id_001558,valid,9.5,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09
id_001559,test,NA,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095
id_001560,train,8.5,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
id_001561,test,NA,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105
id_001562,test,NA,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105
id_001563,train,8.5,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345
id_001564,valid,11.5,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147
id_001565,test,NA,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205
id_001566,valid,8.5,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
id_001567,train,10.5,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147
id_001568,valid,9.5,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12
id_001569,train,9.5,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155
id_001570,train,9.5,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19
id_001571,train,8.5,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
id_001572,train,9.5,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125
id_001573,train,10.5,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
id_001574,test,NA,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15
id_001575,train,9.5,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239
id_001576,valid,8.5,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
id_001577,train,9.5,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143
id_001578,valid,9.5,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169
id_001579,valid,9.5,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
id_001580,valid,9.5,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19
id_001581,test,NA,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935
id_001582,train,9.5,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173
id_001583,test,NA,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
id_001584,train,8.5,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162
id_001585,test,NA,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
id_001586,train,10.5,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138
id_001587,test,NA,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
id_001588,valid,9.5,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17
id_001589,test,NA,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185
id_001590,train,10.5,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165
id_001591,train,8.5,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
id_001592,valid,9.5,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
id_001593,train,10.5,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178
id_001594,valid,9.5,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175
id_001595,train,8.5,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169
id_001596,train,10.5,M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225
id_001597,train,8.5,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
id_001598,train,11.5,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135
id_001599,test,NA,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195
id_001600,test,NA,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249
id_001601,train,8.5,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175
id_001602,valid,10.5,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
id_001603,train,10.5,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25
id_001604,train,10.5,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
id_001605,train,11.5,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269
id_001606,train,10.5,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235
id_001607,valid,11.5,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225
id_001608,train,9.5,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213
id_001609,test,NA,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18
id_001610,train,9.5,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725
id_001611,valid,9.5,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22
id_001612,train,11.5,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
