obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_003043,train,140400,4165,37.631371,-120.971593,1298,265,4.2,3.67,3.39,2.5,1.8,3.5,9.8,12.9,8.9,15.8,19.8,25.2,5.2,11.6,45.1,29.4,5.9,2.8,28.2,71.8
id_003044,test,NA,2197,40.450995,-79.934131,1325,134,4.3,1.86,1.62,0.7,2.3,5.8,12.6,8.7,14.3,3,1.1,51.5,8.9,29,33.1,17.6,7.7,3.8,35,65
id_003045,train,656500,5125,37.670316,-122.478329,1756,39,3.3,3.71,3.2,1.8,0,12.1,17.3,35.2,19.5,10.8,1.5,1.8,19.9,33.2,30.9,6.8,4.5,4.8,11.3,88.7
id_003046,test,NA,1441,40.202349,-79.934839,692,109,6.3,2.33,1.99,0,0,0.7,1.7,0,4.9,14.2,17.3,61.1,0,9.7,21,54.5,12.3,2.6,76.5,23.5
id_003047,test,NA,6577,42.075011,-80.080628,3125,196,5.8,2.54,1.57,0,3.6,4.1,17.2,29.7,19.9,15.2,6.1,4.3,0.4,23.6,18,28.6,27.2,2.2,63.1,36.9
id_003048,train,558000,6638,33.886308,-117.96976,2280,126,5.3,3.03,3.32,0,1.4,0.5,19.8,67.9,8.3,0,1.5,0.4,0,3.3,31.3,35.7,27.8,2,65.1,34.9
id_003049,train,371300,4084,33.878259,-118.295035,1500,43,4,2.96,2.63,1.6,0,14.7,21.9,28.7,8.9,14.7,9,0.5,4.7,21.7,37.4,30.1,6.1,0,25.4,74.6
id_003050,train,452400,4153,33.891486,-118.348272,1246,64,4.5,2.66,3.34,2.6,0,9.7,23.8,9.4,25.2,14.8,12.8,1.7,2.7,10.4,47.9,34.8,3.2,1,26.2,73.8
id_003051,test,NA,1835,40.657322,-80.405073,824,75,6.1,2.5,2.67,0.7,0.7,3.4,4.1,17.6,9.5,31.8,19.9,12.3,1,2.9,21.7,56.9,16.7,0.7,91.1,8.9
id_003052,test,NA,3641,40.809084,-76.220241,1989,426,6.1,2.31,2.13,1,3.1,6.4,2.7,10.5,3.8,8.8,5.1,58.6,0,1.3,24.4,57.4,13.9,3.1,93,7
id_003053,test,NA,3165,40.403739,-79.907366,1906,572,4.7,2.46,2.31,1.9,14.4,2.8,3.8,3,8.2,7.5,11.7,46.7,2.4,29.2,37,24.1,4,3.3,33.9,66.1
id_003054,test,NA,5163,39.803641,-77.013805,2261,46,5.3,2.46,2.01,7,1.5,5.3,17,8.8,4.5,17.8,8.4,29.5,0,9.1,35.6,42.1,11.6,1.5,66,34
id_003055,test,NA,2502,40.306776,-75.324539,1034,0,5.7,2.87,1.65,1.4,0,11.4,0,7.2,7.1,16.8,12.1,44.1,0,22.6,16,40.4,15.9,5.1,65.6,34.4
id_003056,test,NA,6395,40.543171,-75.389431,2072,197,7.3,3.02,1.66,11.9,15.8,15.3,2.6,15.8,10.6,12.3,5.3,10.5,1.2,3.6,5.8,41.3,31.9,16.1,87.4,12.6
id_003057,valid,341900,5110,33.972174,-118.053861,1615,27,4.7,3.42,2.61,0,0,2.9,5.2,14.7,15.9,46.6,9.8,5,2.3,14.3,40.1,35.9,6.4,1,58.1,41.9
id_003058,train,635400,6879,33.766863,-117.829687,2217,111,5.4,3.72,2.85,3.2,0,0,2.7,18.5,52,17.4,1.1,5.1,0,9,36.4,27,18,9.6,57.5,42.5
id_003059,test,NA,4479,40.35498,-79.286795,2011,216,5.8,2.22,2.27,1,2.8,13.8,12.3,12.2,9.6,12.4,6.2,29.6,0,7.7,30,45.7,16.1,0.4,80.2,19.8
id_003060,valid,674200,6051,36.854929,-121.554568,1952,157,5.4,3.36,2.68,7.1,6.1,13.3,13.2,13.8,11.2,12.8,5.1,17.5,1.1,7.5,27.7,39,16.8,7.9,63.4,36.6
id_003061,test,NA,1527,40.192291,-76.735953,722,69,5,2.39,2.15,4,0,6.5,2.2,17.6,9.4,4.6,5.8,49.9,7.6,17.3,33.7,30.6,8.4,2.4,39.4,60.6
id_003062,train,400500,4615,37.936251,-122.056001,2833,148,3.3,2.29,1.6,7.4,8,22.4,19.6,10.2,15.1,13.1,3.3,0.8,15.2,37.5,33.4,11.5,1.9,0.6,18.2,81.8
id_003063,test,NA,2250,40.069707,-75.027843,1318,147,3.9,2.45,1.75,4.8,8.3,17.1,7.5,25.1,22.5,8.3,6.3,0,2,42,48.6,5.5,1.3,0.5,22.6,77.4
id_003064,valid,280000,3945,34.071173,-117.720361,1035,112,6.1,4.41,5.6,4.5,0,0.7,4.3,3.9,26.4,53.9,5.5,0.8,1.7,1.4,4.3,60.4,25.3,7,70.5,29.5
id_003065,train,370100,3969,33.716542,-116.373591,2953,959,4.7,2.42,1.95,0.8,0.8,4.8,18.1,28.6,23.6,22.9,0.5,0,0,11.3,54.8,23.4,7.3,3.2,54.3,45.7
id_003066,train,735400,15473,33.716409,-117.77753,5743,235,4.9,3.16,2.23,13.4,34.7,9.3,24.6,17,0.5,0.6,0,0,1.6,19.5,28.6,23.2,23.8,3.3,52.4,47.6
id_003067,train,625000,5724,32.803489,-117.225606,2690,247,3.9,2.45,2.3,0.9,3.3,4.5,6.9,27.8,24.5,25.7,5.4,1,4.2,33.4,38,20.2,2.7,1.5,21.4,78.6
id_003068,valid,761200,6813,37.304678,-121.89275,2914,150,5.9,2.49,2.37,6.2,5.9,2.5,11.6,7.8,7,9.7,24.6,24.7,0,4.2,31.3,42.5,15.3,6.7,83.4,16.6
id_003069,train,251600,4248,38.713572,-121.279286,1721,78,4.8,2.81,2.41,0,3.2,10.5,25.8,10.5,14.9,18.9,12.2,4,0,18.7,34.7,37.2,7.1,2.3,42.4,57.6
id_003070,valid,422200,4757,34.140405,-117.568227,1743,55,5.5,3.17,2.74,0,3.8,29,56.7,8,0.7,0,1.7,0,0,18.1,25.9,20.7,30.6,4.8,55.9,44.1
id_003071,train,338000,6835,33.909758,-118.074973,1952,118,4,4.14,3.46,0,1.3,9.2,18.1,12.1,12.6,33.9,6.1,6.7,8.9,25.3,35,28.4,2.4,0,33.3,66.7
id_003072,train,223600,7720,34.108493,-116.400196,3266,528,5.7,2.36,2.8,7.6,13.3,8.5,28.8,24.2,11.1,5.8,0.7,0,0.9,2.8,25.7,52.2,15.3,3,69.8,30.2
id_003073,test,NA,4770,40.505937,-79.620462,1962,111,6.3,2.51,1.68,1.4,9.2,16.8,16.1,18.6,7.7,14.1,4.9,11.2,0,2.3,19.6,55.9,19.7,2.5,92.1,7.9
id_003074,valid,933400,3877,34.009417,-118.430947,1824,76,3.5,2.56,2.12,3.8,1.1,1.3,18.4,17.2,21.3,18.9,13.7,4.4,8.6,44,17,21.1,4.4,4.9,29.8,70.2
id_003075,train,422900,3352,34.432581,-118.428219,980,39,6.1,3.18,3.22,9.3,9.3,10.5,29.1,17.9,23.3,0,0.7,0,0,2,18.4,46.7,25.2,7.7,65.2,34.8
id_003076,train,724900,4359,37.526198,-122.276444,1840,68,4.1,2.75,2.26,0,1,9.5,5.5,17.1,19,33.9,10.5,3.5,2.6,33.5,19.7,33.5,10.7,0,41.6,58.4
id_003077,train,307400,3509,32.724499,-116.962607,1118,132,5.9,3.49,3.93,5.6,31.3,5.2,8.8,32.8,15.3,0,0,1,2.1,0,23.5,38.2,26.5,9.7,72.1,27.9
id_003078,valid,375400,6506,34.704931,-120.467433,2761,77,6.1,2.52,2.54,9.9,3.9,5.8,11.8,22.5,41.6,3.7,0.4,0.4,0.4,3.6,20,40.2,28.9,6.9,74.1,25.9
id_003079,train,231400,2031,34.21926,-117.098671,2759,1963,5,2.47,2.77,2,1.1,1.3,12.5,33.3,15.9,20.6,5.4,8,1.8,9.8,31.1,47.4,9.2,0.7,70.6,29.4
id_003080,train,428700,7722,33.804806,-117.941129,2278,120,5.2,3.64,3.89,1.3,1.9,6.4,10.9,15.9,32.6,28.7,0.7,1.6,0,17.5,9.7,53,18.5,1.2,58.1,41.9
id_003081,test,NA,2804,41.331697,-75.967199,1216,88,6.4,2.55,2.02,0.4,2.8,10.8,8.5,15.5,10,13.7,13,25.4,0.9,8.7,24,43.3,18.6,4.4,75.4,24.6
id_003082,train,433300,6533,33.949165,-118.347904,2250,99,3.5,4.34,2.61,0,6.8,2.8,6.4,13.7,29.7,13.8,11.2,15.6,13.6,37,45.4,4,0,0,6,94
id_003083,test,NA,3050,40.020124,-75.152995,1352,218,5.8,2.46,2.52,3,0,1.3,0,8,3.9,14.5,26.7,42.6,1.5,8.2,27.1,50.3,11.8,1.1,59.6,40.4
id_003084,test,NA,5384,39.959968,-75.27186,1798,49,6.9,3.08,3.55,0,0.3,1.6,2.2,0.6,3.5,20.7,28.2,42.8,0,9.3,7.5,47.9,24,11.2,80.5,19.5
id_003085,train,581800,3942,34.162996,-118.148028,1189,117,3.7,3.53,3.23,0.8,1.1,6.6,13.5,15,10.7,12.4,11.9,28.2,9.1,27.4,44.4,13.5,4.9,0.7,18.6,81.4
id_003086,valid,357800,6621,35.031006,-120.479457,2153,85,5.1,3.13,3.3,12.7,12,14,18.3,17.3,9.8,8,7,0.7,0,3.8,23.8,50.8,19.7,1.9,72.7,27.3
id_003087,train,567100,4388,37.528089,-121.960033,1520,133,5.4,3.21,3.06,0,3.2,2.6,7.4,16.1,15.3,47.9,2.4,5.1,0,16.2,17.9,55.9,7.1,2.9,61.3,38.7
id_003088,train,152200,5936,34.018888,-117.916444,1330,0,5.6,4.68,5.37,0,0.8,17.7,4.9,15.3,17.5,36.8,3.8,3.2,5.2,9.8,22.9,39.8,18.8,3.6,72.5,27.5
id_003089,test,NA,1981,41.002512,-80.357674,1061,168,4.7,2.32,1.67,0,4.4,1.1,4.4,21.9,19.2,21.3,8,19.6,12.8,26.1,32.6,22.3,5.7,0.4,31.8,68.2
id_003090,train,410600,4078,33.173131,-117.216451,1304,108,5.7,3.25,2.79,2.6,0,4.3,26.9,35.9,16.3,6.9,5.7,1.4,3.1,14.5,23.2,43.5,11.7,4.1,62.6,37.4
id_003091,train,284700,4081,32.82638,-116.928802,1535,104,4.9,2.46,2.92,4.1,7.9,11.3,15.2,28.7,20.1,9.3,1.3,2.1,0.7,8.7,47.3,34.3,6.1,2.9,54.2,45.8
id_003092,valid,554200,5267,38.567081,-121.759757,2104,36,5.2,2.45,2.6,0.8,1.1,24.9,41.5,25.1,3.9,0.5,2.2,0,5,9.7,23.8,31.7,26.2,3.5,48.6,51.4
id_003093,valid,648800,4866,37.772383,-122.283805,2409,152,3.9,2.25,2.08,0.4,0,0,9.2,23,6.4,4.3,15.3,41.4,2.9,40.3,26.8,23.1,6.3,0.7,38.1,61.9
id_003094,train,348400,5691,33.956067,-118.286493,1667,164,3.9,3.97,2.96,0.4,4.1,5.2,11.1,2.6,19.1,17.6,22.3,17.6,14.2,26,37.5,13.9,6.8,1.6,27.5,72.5
id_003095,valid,258900,4195,34.086376,-117.702616,1285,103,4.7,3.15,3.9,0,1.4,3.6,30,20.9,21,20.6,2.5,0,0.9,1.8,49.6,37.6,10,0.2,54.2,45.8
id_003096,test,NA,1917,40.536866,-78.406031,696,49,5.5,2.15,2.26,1.6,1.3,5.7,6.6,7.3,17.4,20.4,20.4,19.3,3.7,0,30,48.7,15.7,1.9,84.7,15.3
id_003097,valid,163700,3685,32.794432,-115.675611,1375,205,5,3.16,2.98,4.1,7.1,16.9,24.5,22,5.7,12.4,0.9,6.4,0,8.8,39.6,39.5,11.2,0.9,59,41
id_003098,valid,464100,3985,37.280211,-121.818264,874,66,6.1,3.98,5.79,0,0,0,0,35.4,17.5,35.7,9.7,1.7,0.9,0,4,47.4,39.9,7.8,69.3,30.7
id_003099,test,NA,3600,40.04335,-75.139337,1808,150,5.3,2.71,2.24,0,0.8,4.2,0.8,3.6,12.1,35,20.3,23.3,5.7,23.2,19.3,41.3,7.4,3.2,44.3,55.7
id_003100,valid,365200,3363,34.251142,-118.282327,1300,120,4.3,2.5,2.22,2.9,0,10.9,16.7,6.9,4,20.3,14,24.2,5.1,25.4,39,28.8,1.7,0,40.1,59.9
id_003101,train,309900,3996,34.066527,-117.756179,1219,112,3.7,4.23,3.49,0,0,1.7,0.3,12.9,12.9,21.4,9.8,41,2.5,30.3,44,18.6,2.9,1.7,33.8,66.2
id_003102,test,NA,2624,40.090878,-75.142701,994,41,6.4,2.77,1.38,0,0,0,0,4.5,17.1,21.5,4.8,52,1.1,16.4,25.2,24.9,20.8,11.6,62.4,37.6
id_003103,test,NA,2402,40.068064,-74.971529,1127,91,5.3,2.49,1.7,1.1,1.4,2.2,2.7,21.1,28.7,23.8,9.1,9.9,0,23.2,34.7,35.3,3.6,3.2,58.4,41.6
id_003104,train,802200,5103,33.817242,-118.336629,1903,16,5.9,2.75,3.04,0.7,1.5,3.6,2.3,19.9,58.2,13.6,0,0.2,0,2.9,28.3,28.3,31.7,8.8,59.4,40.6
id_003105,train,174100,2770,33.74419,-116.95165,1089,136,4.2,3.19,2.86,0,0,3.9,24,33.8,23.4,13,0.4,1.6,4.9,21.4,46.4,20.4,6.6,0.4,35.7,64.3
id_003106,train,476800,7884,37.383752,-121.835323,2349,64,5.2,3.63,3.3,3,0,0.7,12,27.4,16.6,29.5,4.8,6,2.4,6.1,19.8,48.9,19.6,3.2,63.7,36.3
id_003107,train,393400,5004,33.927851,-118.041293,1138,107,5.2,4.81,3.94,0,3.8,0,5.2,3.8,7.4,67.8,7.6,4.4,0.8,5,24.6,58.3,11.2,0,80.6,19.4
id_003108,valid,225500,5338,34.240906,-117.304638,3371,1806,4.8,2.41,2.72,3,1.2,7.1,9,19,13.9,10.5,14.6,21.6,2.3,20.6,32,36.1,7.5,1.5,75.1,24.9
id_003109,train,155500,4181,34.123776,-117.234736,1240,102,4.5,3.72,3.77,1.5,0,7.1,25.9,35.2,14,10.7,2.8,2.7,1.3,15.2,44.7,21.2,16.6,1,35.9,64.1
id_003110,train,339800,3780,36.677921,-121.668297,1385,98,4.4,2.24,2.99,0.6,0.9,7.4,4.8,18,17.4,15.8,8.4,26.7,1.1,12.3,53.7,22.2,10.8,0,44.1,55.9
id_003111,test,NA,4055,40.332097,-75.636135,1975,57,5.1,2.44,1.79,1.3,4.8,14.3,3.6,6.8,5.2,11.7,6.8,45.5,13.3,17.2,20.9,32.7,11.4,4.6,48.6,51.4
id_003112,valid,296800,3350,34.014387,-118.275352,733,62,3.1,4.08,3.26,0,0,0,0,13.9,7,1.5,14.7,62.9,34.4,29.2,14.2,17.3,1.5,3.4,22.1,77.9
id_003113,test,NA,3944,40.398648,-79.985026,1978,165,5.8,2.22,1.72,0,0.2,1.4,3.7,10.6,7,21.1,4.7,51.3,1.4,17.8,25.8,39.2,14,1.7,65.4,34.6
id_003114,test,NA,2155,40.936346,-79.487287,1433,489,5.5,2.62,2.31,1,3.1,7.6,9.9,14.1,10.5,12.4,5.7,35.7,0.9,6.6,34.1,48.9,8.2,1.3,82.3,17.7
id_003115,train,366000,3970,37.21407,-120.521969,1232,92,5.2,3.83,3.31,8.8,0.2,19.2,13,17.3,11.6,9.4,12.8,7.7,0.4,12.8,23.5,48.8,11.4,3.1,41.4,58.6
id_003116,test,NA,6074,41.329633,-80.367982,2834,141,5.6,2.37,1.75,1.8,3.4,7.8,8.2,28.4,10.7,14.1,3.7,21.9,0,3.7,28.7,53.9,11.4,2.4,84.7,15.3
id_003117,test,NA,2233,40.005895,-79.071139,1133,213,4.4,2.92,2.18,0.9,0,7.7,12.3,18.8,9.9,10.5,9.8,30.2,3.1,23.6,42.5,26.1,4.7,0,30.9,69.1
id_003118,train,181300,4131,37.818705,-121.222461,1421,88,5,2.81,3.06,0,1.3,13.9,23.2,37.5,14.6,8,1.5,0,0,6.1,32.9,48,11,2,47,53
id_003119,valid,336600,3030,35.730748,-120.895727,2764,1560,5.3,2.24,2.97,3,11.6,12.8,37.5,23.7,6.3,3.2,1.4,0.6,2.9,4.1,28.7,43.8,17.8,2.8,82.1,17.9
id_003120,test,NA,2734,41.247081,-76.993129,1405,258,4.8,2.58,1.69,3.4,0,0.6,1,2.2,2.3,9.6,10.2,70.6,11.2,14.8,37.2,29.5,7.3,0,41.9,58.1
id_003121,train,458500,1843,35.630351,-120.706056,830,60,5.1,2.33,2.62,11.9,12.5,5.9,25.5,13,12.8,7.5,6.3,4.6,0,7.5,26,56.7,5.2,4.6,56.6,43.4
id_003122,train,512900,3373,34.058403,-118.103875,916,83,4.8,3.36,3.43,0.5,4.4,5.8,8.2,11.4,21,12.6,25.4,10.8,2.7,6.9,35.2,33.4,21.5,0.3,48.5,51.5
id_003123,test,NA,3675,40.002907,-75.129839,1372,91,5,2.58,2.98,0,5.1,0,0,0,3.1,3,26.9,61.9,2.6,7.1,49.5,37.2,2.6,1,47,53
id_003124,test,NA,2054,40.635862,-77.561916,1008,61,5.9,2.39,1.85,0,1.1,2.8,4.1,10.3,6.8,17.5,10.5,46.9,0,8.9,34.4,42.4,10.9,3.4,72,28
id_003125,train,287300,12534,38.046575,-121.337797,3953,258,6.3,3.42,3.67,18.9,39.1,13.2,5.6,19,2.1,0,0.4,1.8,0.3,0.3,5.5,35.2,43.1,15.6,74.5,25.5
id_003126,train,293800,4378,36.310276,-119.356369,1588,70,6.2,2.92,3.11,3.9,11.1,61,9.9,9.3,2.1,0.5,0.3,1.8,0,0.4,10.5,58.9,28.8,1.4,75.4,24.6
id_003127,valid,398800,6077,34.131635,-117.566251,1948,130,6.7,3.18,3.71,0,1.8,10.4,80.4,4.7,0,0,0,2.8,0,0,1,42,51.7,5.2,88.1,11.9
id_003128,train,713200,4547,33.676152,-118.002341,2258,128,4.8,2.14,1.75,2.4,22.6,7.4,16.2,20.5,9.8,11.4,2.2,7.5,2.4,19.9,37,24.4,14.6,1.7,57.7,42.3
id_003129,valid,339200,3996,33.978571,-118.277205,1034,123,4.4,4.02,3.61,0,4,1.5,15.6,6.4,3,10.3,23.7,35.6,6.6,16.8,41.3,30.5,2.9,1.9,36.1,63.9
id_003130,test,NA,5267,41.645242,-76.386745,2890,882,6.2,2.56,2.71,1.6,4.6,15.1,11.5,14.6,4.5,3.1,2.9,42.1,1.1,2.6,23.9,48.6,18.4,5.4,80.5,19.5
id_003131,test,NA,2856,39.832258,-75.709786,1096,67,7.4,2.68,2.54,22,11.6,14.8,12.7,6.9,10.2,15.3,2.8,3.6,0,4.6,13.7,41.2,33.9,6.6,78.6,21.4
id_003132,test,NA,5965,40.564743,-79.954811,2279,78,7.1,2.82,1.95,3.5,6.3,6.7,7.9,16.9,12.3,27.4,6.1,12.8,0.4,4.9,12.5,40.4,33.5,8.4,87.6,12.4
id_003133,valid,332400,5906,32.579155,-117.044543,1517,187,6.2,4.04,4.94,0,0,0,13.2,45.6,37.8,2.8,0,0.6,0,0.7,2.1,38.4,50.2,8.6,76.9,23.1
id_003134,valid,356500,5575,33.998775,-118.244917,1253,32,4.6,5.44,4.46,3,3,4.6,11.6,5.6,5.5,13.5,18.6,34.6,8.9,16,36.7,23.5,13,1.8,32.2,67.8
id_003135,train,492200,4917,36.964776,-121.988205,2795,651,4.2,2.46,2.15,0.9,2.9,4.2,20,28.3,16,10.8,4.2,12.7,2.3,22.4,42.6,28.2,4.5,0,38.7,61.3
id_003136,train,305100,3887,33.972582,-118.286433,1171,143,4.2,6.6,3.38,0,0,12.6,3.8,5.4,7,18.3,26.4,26.6,5,32.3,31.3,25.5,5.8,0,25,75
id_003137,train,406100,2792,39.080589,-121.09621,1238,156,5.7,2.65,2.56,3.5,7.8,12.1,14.9,31.6,13.1,8.2,4.8,4,0.9,8.8,33,43.5,9.9,4,78.6,21.4
id_003138,train,167100,5232,33.974593,-116.501741,2364,439,5.3,2.3,3.43,15.1,17.3,19.7,16.5,21.7,4.6,2.2,2.8,0,2.4,0,21,65.8,10.8,0,64.6,35.4
id_003139,test,NA,3857,41.949549,-75.593996,1939,438,5.9,2.61,2.23,2.7,3.4,6.8,10.5,10.5,3.4,4.3,5.6,52.8,1,9.2,28.5,40.8,17,3.5,68,32
id_003140,train,483300,4609,33.964519,-118.175074,1080,66,4.1,3.57,4.41,6.5,8,12,14.2,16.4,14.4,11.5,13,4.2,2.8,12.7,61.6,18.6,4.4,0,5,95
id_003141,train,270200,4866,38.581002,-121.292311,2297,193,4.1,2.47,2.25,14.8,4.9,30.3,33.1,13.3,1.7,0,0,2,0.3,25,49.2,19.5,2.5,3.4,15.4,84.6
id_003142,train,295300,4997,34.964079,-120.429402,1408,43,4.4,3.29,3.37,4.1,0,17.4,8,36.1,21.3,6.5,5.8,0.7,8.7,16.6,20.9,39.1,13.5,1.1,45.9,54.1
id_003143,test,NA,1726,40.431538,-79.880917,922,112,6.3,2.42,1.32,0,0,0.8,2.5,6.8,8.4,13,8.5,60.1,0.9,14,28,25.8,20.1,11.3,66.3,33.7
id_003144,test,NA,4499,40.967618,-75.980153,2201,418,5.7,2.54,2.1,1,0.4,3,5.8,4.2,9.9,12.8,15.6,47.3,3.1,14.5,33,36.2,8.8,4.4,61.5,38.5
id_003145,test,NA,3221,41.921305,-79.690724,1337,81,6.2,2.64,3.04,3.4,4.9,10.5,11.9,19.1,9.9,11.6,2.8,26,0.9,3.5,20,54.4,15.9,5.3,86.3,13.7
id_003146,train,286800,5859,34.053414,-117.242404,2309,139,4.4,2.99,2.16,11.6,15.2,15.6,27.1,14.2,10,4.5,0.4,1.4,4.3,14.6,38.5,22,13.9,6.7,34.9,65.1
id_003147,train,144800,3895,35.203505,-118.828153,1036,191,4.6,4,4.73,8.5,0,4,16.6,32.1,13.5,8.5,10.5,6.3,0,23.5,19.9,47.6,9.1,0,41.8,58.2
id_003148,train,350500,3142,37.489265,-121.924551,1287,41,4.2,2.54,2.92,0,0,1.9,50.3,32.9,13.8,1,0,0,0,13.9,49.1,32.3,2.3,2.4,49.3,50.7
id_003149,train,368600,2277,38.614778,-121.350163,1276,110,4,2.47,1.83,0.3,0,2.1,29,22.7,27.9,12.4,5.6,0,3.5,35.7,37.3,13.5,10,0,20.2,79.8
id_003150,valid,345700,4409,33.931954,-118.249995,1308,121,4.3,3.72,3.14,1.5,3.6,4,1.1,5,10.2,38.5,21.4,14.7,10.6,15,49.1,18.5,5.4,1.5,4.2,95.8
id_003151,valid,244500,2377,33.982782,-116.536699,1522,557,5.3,2.01,1.71,15.8,16.4,10.7,23.7,27.5,1.1,3.6,1.1,0,0,11.3,20.6,52,16,0,80.3,19.7
id_003152,train,427800,4590,33.876769,-118.002312,1247,83,4.4,3.88,3.87,5.5,3.3,16.2,11.8,13,22.1,21.5,5.4,1.3,2.6,11,51.6,29.6,5.2,0,29.3,70.7
id_003153,test,NA,2390,41.656671,-78.820923,1205,230,6.1,2.79,1.65,0,3.2,5.6,9,5.6,6.7,13.9,9,47,1.6,7.7,27,48.4,12.4,2.9,81.6,18.4
id_003154,test,NA,3285,40.112531,-75.311393,1399,0,6.3,2.71,2.01,0.6,5.5,11.6,4.6,7.3,28.9,17.4,13.1,11.2,3.4,12,20.4,44.6,16.6,3,59.8,40.2
id_003155,test,NA,4049,40.38359,-80.060256,1598,50,7.1,2.62,1.59,0,0.8,7.9,4.8,2.8,12,28.2,19.8,23.8,4.4,4.1,14.8,43.1,22,11.6,78.6,21.4
id_003156,train,617400,1719,37.903628,-122.290895,793,0,5.8,2.29,1.79,0,0,0,0,4.8,1.3,19.2,50.4,24.3,0,2.4,43.4,41.7,12.5,0,81.7,18.3
id_003157,valid,712900,4532,38.506436,-121.647254,1921,131,6.4,2.42,2.51,0.9,7.2,12.3,18,24.8,12.6,5.2,5.2,13.7,0,7.8,18.4,34.7,32.3,6.8,65.1,34.9
id_003158,valid,422800,4458,33.948278,-118.210172,1130,43,4.2,4.45,3.94,0.4,5,1.9,3.6,4.6,20.4,11.7,23.3,29.1,1.2,23.3,47.1,25.2,3.2,0,33.8,66.2
id_003159,test,NA,3321,39.923571,-75.250242,1769,155,4.1,2.34,2.07,0,0.7,1.4,1,4.8,12.9,47.3,19.8,12.1,2.5,40,26.1,24,6.7,0.7,36.9,63.1
id_003160,train,362400,5196,33.110663,-117.086706,1458,125,4.6,3.9,3.01,4.6,2.5,7.7,11.2,27.7,10.4,24.8,2.1,9.1,4.5,9.5,55.6,21.6,6.7,2.1,33.2,66.8
id_003161,train,359800,4587,32.862913,-117.216383,2003,86,3.8,1.83,2.64,2.7,8.8,7.1,19.1,52.6,5.3,0.5,2.9,0.8,0,32.7,35.2,24.8,6.9,0.4,17.7,82.3
id_003162,train,212100,5216,33.714964,-116.257054,2095,267,5.5,3.4,3.22,0.6,17.8,35.5,32.5,11.8,1,0.8,0,0,0,3.2,24,44.2,24.4,4.3,90.6,9.4
id_003163,train,576300,3140,37.331381,-121.907506,1368,153,4.3,2.29,2.28,14.8,33.1,5,0,3.7,4.2,5.5,5.6,28,5.7,31.7,30.4,21.6,10,0.6,42.1,57.9
id_003164,valid,650300,7957,33.695069,-117.691212,2592,179,5.1,2.87,2.25,25,6.5,60.2,4.2,3.2,0.5,0,0.3,0.1,2.4,17.2,25.5,27.9,21.1,5.8,65.8,34.2
id_003165,train,403700,2821,32.729457,-117.163722,2051,361,3.3,1.54,1.58,3,9.5,5.6,5.1,13.7,14,11.2,6.5,31.5,21.9,39.8,30.3,6.9,1,0,18.8,81.2
id_003166,train,393600,3628,34.433735,-118.459445,1177,41,5.9,3.03,2.52,6.7,18,7.4,22.6,4.6,30.2,5.3,3,2.2,0,4.3,25.7,35.3,22.9,11.9,73,27
id_003167,test,NA,5545,40.361693,-76.392841,2324,109,5.7,2.54,2.67,6.1,4.9,12.5,13.9,25.5,16,11.1,4.3,5.9,0,2.4,30.6,45.4,20.7,0.9,91.5,8.5
id_003168,valid,407100,3267,33.846271,-117.981277,963,17,6.1,3.26,3.25,0,0.4,0,0.5,17.5,13.8,67.6,0,0.1,0,0,6.9,59.8,31.8,1.6,86.4,13.6
id_003169,train,449800,4463,32.721594,-117.160962,2867,550,2.9,1.73,1.32,15.2,38.9,3.4,7.2,7.9,7.4,4.3,1.9,13.8,21.6,45.6,27.4,3.7,1.7,0,30,70
id_003170,test,NA,1681,40.073771,-75.182601,825,77,6,2.54,1.2,1.8,0,0,5.9,0.7,9.9,66.7,12.5,2.4,3.2,9.9,9.1,66.3,11,0.5,79.5,20.5
id_003171,train,251100,5765,36.33406,-119.33585,2365,218,5.2,2.23,2.54,5.2,7.4,8.9,25.5,31.3,8.5,6.1,3.6,3.5,2.3,4.5,34.9,42.8,12.1,3.4,58.7,41.3
id_003172,train,554000,1719,39.247664,-120.047211,1837,1235,4.3,2.61,2.49,2.4,3.9,16.7,11.3,31.2,18.1,12.1,1.8,2.6,2.8,15.6,15.6,39.6,25.4,1,65,35
id_003173,train,269700,6878,33.941519,-117.383435,2303,167,5.8,2.83,3.13,0,4.4,3.5,2.6,21.9,7.6,53.5,1.3,5.2,0,5.1,14.7,60.1,18.6,1.4,73,27
id_003174,train,237400,5085,34.117946,-117.415882,1146,36,6.3,4.09,4.54,3.6,0.9,20,33.9,25.2,0,10.1,0,6.4,1.6,1.7,7,46.9,41.1,1.7,79.8,20.2
id_003175,train,384700,3757,34.090142,-118.23396,1227,70,4.5,3.47,3.62,0,1.3,4.9,4.7,8.3,14.9,9.7,21.3,34.9,0.7,11.9,54.7,22.2,9.8,0.7,41.4,58.6
id_003176,test,NA,8176,41.00902,-76.450487,1430,168,5.5,2.31,3.08,1.8,10.6,2.2,8.2,7.7,6.7,8.4,6.2,48.1,0.6,9.2,38.2,28.9,17.8,5.4,33.9,66.1
