obs_id,train_id,duration,day,hour,minute,weekday,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,pickup_NTACode,dropoff_NTACode
id_000939,valid,464,6,12,22,6,-73.98124694824219,40.781761169433594,-73.97291564941406,40.793094635009766,0.93,MN12,MN12
id_000940,train,344,31,15,57,3,-73.95701599121094,40.7747688293457,-73.94547271728516,40.7737922668457,0.7,MN40,MN32
id_000941,train,157,20,8,26,6,-73.99761962890625,40.75665283203125,-73.994598388671875,40.76094055175781,0.35,MN13,MN15
id_000942,test,NA,21,20,40,7,-74.003326416015625,40.74016189575195,-73.999603271484375,40.74372863769531,0.33,MN13,MN13
id_000943,train,1634,18,19,33,4,-73.9839096069336,40.72160339355469,-73.99298095703125,40.76315689086914,4.2,MN22,MN15
id_000944,train,2774,18,18,8,4,-74.00444030761719,40.71609115600586,-73.95411682128906,40.66730880737305,5.22,MN24,BK63
id_000945,train,358,2,8,11,2,-73.96167755126953,40.77702713012695,-73.95184326171875,40.78291320800781,0.8,MN40,MN40
id_000946,train,782,20,15,42,6,-73.95953369140625,40.77121353149414,-73.9684066772461,40.762271881103516,0.94,MN31,MN19
id_000947,valid,613,8,19,37,1,-73.976715087890625,40.73923873901367,-73.988800048828125,40.748531341552734,1.1,MN20,MN17
id_000948,test,NA,6,15,45,6,-73.96361541748047,40.771175384521484,-73.9712905883789,40.76097106933594,0.87,MN40,MN17
id_000949,test,NA,18,21,51,4,-73.98555755615234,40.74673843383789,-74.00875091552734,40.71097946166992,2.9,MN17,MN25
id_000950,test,NA,9,13,53,2,-73.96397399902344,40.768165588378906,-73.97663116455078,40.74830627441406,1.5,MN40,MN20
id_000951,train,361,18,20,53,4,-73.98992156982422,40.73986053466797,-73.988372802734375,40.74850845336914,0.78,MN13,MN17
id_000952,train,1516,4,14,1,4,-73.9618911743164,40.75960159301758,-73.984161376953125,40.783023834228516,3.1,MN31,MN12
id_000953,train,70,5,8,2,5,-73.98821258544922,40.75460433959961,-73.99234771728516,40.74932098388672,0.5,MN17,MN17
id_000954,valid,827,17,18,9,3,-74.00102996826172,40.72392654418945,-74.00762176513672,40.74822235107422,2.22,MN24,MN13
id_000955,train,693,11,23,15,4,-73.9821548461914,40.731876373291016,-73.95574951171875,40.76813888549805,2.88,MN21,MN31
id_000956,train,917,7,1,40,7,-73.98722839355469,40.722381591796875,-73.977691650390625,40.7635498046875,3.79,MN27,MN17
id_000957,valid,300,9,11,59,2,-73.95915985107422,40.799339294433594,-73.96125793457031,40.80510330200195,0.7,MN09,MN09
id_000958,train,782,31,6,45,3,-74.0079345703125,40.705204010009766,-73.97528839111328,40.754005432128906,5.2,MN25,MN19
id_000959,train,579,5,7,56,5,-74.00579071044922,40.74547576904297,-74.0074462890625,40.72590637207031,1.8,MN13,MN24
id_000960,train,1030,26,23,54,5,-74.00757598876953,40.74079132080078,-73.98504638671875,40.76052474975586,3.4,MN23,MN17
id_000961,train,149,20,20,41,6,-73.99669647216797,40.72549057006836,-73.9940185546875,40.726863861083984,0.2,MN23,MN23
id_000962,train,2996,3,14,9,3,-74.00605773925781,40.71412658691406,-73.86507415771484,40.77046585083008,11.7,MN24,QN98
id_000963,train,457,31,7,58,3,-73.98693084716797,40.75855255126953,-73.98131561279297,40.75331115722656,0.9,MN17,MN17
id_000964,test,NA,25,16,54,4,-73.99437713623047,40.76111602783203,-73.98296356201172,40.767940521240234,1,MN15,MN14
id_000965,train,1344,26,14,30,5,-73.9540786743164,40.77479934692383,-73.98958587646484,40.77131652832031,2.8,MN32,MN14
id_000966,train,1996,21,1,29,7,-73.9917221069336,40.73527908325195,-73.98931884765625,40.66252136230469,5.84,MN13,BK37
id_000967,train,638,12,9,5,5,-73.966552734375,40.752567291259766,-73.95781707763672,40.76520538330078,0.9,MN19,MN31
id_000968,test,NA,7,8,51,7,-73.98078918457031,40.73768997192383,-73.98860931396484,40.749176025390625,1.4,MN21,MN17
id_000969,test,NA,5,6,0,5,-73.9534912109375,40.77941131591797,-73.96815490722656,40.76233673095703,1.5,MN32,MN40
id_000970,valid,470,5,6,44,5,-73.98988342285156,40.7568473815918,-73.97993469238281,40.74466323852539,1.42,MN17,MN20
id_000971,test,NA,4,13,5,4,-73.97306060791016,40.760902404785156,-73.9646224975586,40.77302169799805,0.8,MN17,MN40
id_000972,train,398,15,0,53,1,-73.99947357177734,40.72855758666992,-73.9940414428711,40.721229553222656,0.8,MN23,MN24
id_000973,test,NA,20,15,42,6,-73.98101806640625,40.73798370361328,-74.0083999633789,40.7491455078125,1.7,MN21,MN13
id_000974,test,NA,18,15,37,4,-73.99382781982422,40.72462844848633,-74.01126861572266,40.71525955200195,1.79,MN23,MN24
id_000975,train,1226,7,23,36,7,-74.00175476074219,40.730567932128906,-73.96772766113281,40.76070022583008,3.1,MN23,MN19
id_000976,train,1607,10,12,17,3,-74.0000991821289,40.73283386230469,-73.98045349121094,40.76023483276367,2.08,MN23,MN17
id_000977,train,496,29,13,22,1,-73.9885482788086,40.736820220947266,-73.97431182861328,40.755550384521484,1.6,MN21,MN19
id_000978,train,515,25,19,23,4,-73.999664306640625,40.73768997192383,-74.00944519042969,40.71942901611328,1.6,MN23,MN24
id_000979,valid,522,11,22,25,4,-73.9909439086914,40.7659797668457,-73.97844696044922,40.75410079956055,1.3,MN15,MN17
id_000980,valid,559,16,18,55,2,-74.00154876708984,40.75151824951172,-74.0047378540039,40.734901428222656,1.7,MN13,MN23
id_000981,train,394,2,7,57,2,-73.9612045288086,40.77513885498047,-73.95484161376953,40.78517532348633,0.8,MN40,MN40
id_000982,train,114,11,13,36,4,-73.97413635253906,40.74262619018555,-73.97169494628906,40.74330520629883,0.2,MN20,MN19
id_000983,test,NA,8,21,22,1,-73.99357604980469,40.74772262573242,-73.95410919189453,40.80060577392578,4.76,MN17,MN11
id_000984,train,1847,4,23,10,4,-73.98731231689453,40.73313522338867,-73.963653564453125,40.61513137817383,10.64,MN22,BK46
id_000985,train,487,5,19,27,5,-73.99085998535156,40.73488998413086,-73.9940185546875,40.738990783691406,0.8,MN13,MN13
id_000986,train,1352,19,13,53,5,-73.981842041015625,40.7762565612793,-73.94634246826172,40.77479934692383,2.9,MN14,MN32
id_000987,train,169,3,11,33,3,-73.9759521484375,40.75257110595703,-73.97974395751953,40.74723815917969,0.4,MN19,MN20
id_000988,train,3913,6,15,8,6,-73.96058654785156,40.76594161987305,-73.9298095703125,40.86375427246094,8.6,MN31,MN35
id_000989,test,NA,3,21,30,3,-73.9529800415039,40.78329849243164,-73.9790267944336,40.76214599609375,2.4,MN40,MN17
id_000990,train,1227,26,18,55,5,-74.01737213134766,40.704933166503906,-73.9719467163086,40.69338607788086,4.6,MN25,BK68
id_000991,train,1785,17,2,7,3,-73.99955749511719,40.728370666503906,-73.9044418334961,40.6663703918457,8.1,MN23,BK81
id_000992,train,568,24,6,2,3,-73.97257232666016,40.743492126464844,-74.00889587402344,40.707122802734375,4.2,MN19,MN25
id_000993,train,1856,15,11,4,1,-73.991851806640625,40.748504638671875,-73.91334533691406,40.77479553222656,6.5,MN17,QN72
id_000994,train,726,31,19,7,3,-73.98143768310547,40.7556266784668,-73.96287536621094,40.77238464355469,1.77,MN17,MN40
id_000995,train,594,20,20,47,6,-73.98139190673828,40.78129959106445,-73.99324798583984,40.75724792480469,1.9,MN12,MN15
id_000996,valid,927,24,12,40,3,-73.9758529663086,40.75994873046875,-73.97344207763672,40.7618293762207,1.34,MN17,MN17
id_000997,train,453,4,8,6,4,-73.99189758300781,40.74974060058594,-73.986175537109375,40.753265380859375,0.8,MN17,MN17
id_000998,train,1699,10,11,7,3,-73.95545959472656,40.7854118347168,-73.96916198730469,40.763580322265625,1.84,MN40,MN40
id_000999,train,204,25,16,4,4,-73.9649887084961,40.77241897583008,-73.9601821899414,40.779109954833984,0.54,MN40,MN40
id_001000,train,918,11,19,43,4,-73.9759521484375,40.744876861572266,-73.99866485595703,40.763916015625,2.31,MN20,MN15
id_001001,test,NA,31,10,44,3,-73.9900131225586,40.73456573486328,-73.98534393310547,40.746978759765625,0.9,MN13,MN17
id_001002,valid,919,16,18,42,2,-73.975189208984375,40.752479553222656,-73.97032165527344,40.76647186279297,1.36,MN19,MN40
id_001003,train,1479,25,21,19,4,-73.9730453491211,40.7586555480957,-74.00554656982422,40.71502685546875,3.72,MN17,MN24
id_001004,test,NA,21,4,12,7,-73.99348449707031,40.74723434448242,-73.990447998046875,40.729156494140625,1.7,MN17,MN22
id_001005,train,726,21,11,59,7,-73.94709014892578,40.77595520019531,-73.98448944091797,40.71892166137695,5.2,MN32,MN28
id_001006,train,565,31,15,3,3,-73.96363830566406,40.75730514526367,-73.9602279663086,40.77039337158203,1.2,MN19,MN40
id_001007,train,848,24,9,46,3,-73.9768295288086,40.765220642089844,-73.94551849365234,40.774070739746094,2.4,MN17,MN32
id_001008,train,339,8,8,22,1,-73.99187469482422,40.74976348876953,-73.98860168457031,40.73499298095703,1.4,MN17,MN21
id_001009,valid,1042,19,15,4,5,-73.9592514038086,40.77162551879883,-73.97530364990234,40.753135681152344,1.85,MN40,MN19
id_001010,train,1907,18,13,9,4,-73.99751281738281,40.73638916015625,-73.98148345947266,40.75366973876953,1.61,MN23,MN17
id_001011,test,NA,9,16,4,2,-73.94637298583984,40.77718734741211,-73.981201171875,40.74959182739258,3.3,MN32,MN20
id_001012,train,637,25,8,40,4,-73.97907257080078,40.78499984741211,-73.9580307006836,40.77912139892578,1.4,MN12,MN40
id_001013,train,468,24,7,8,3,-73.97508239746094,40.75273895263672,-73.98503112792969,40.74480438232422,0.9,MN19,MN17
id_001014,test,NA,10,18,16,3,-74.01019287109375,40.71099090576172,-73.99080657958984,40.71791076660156,1.56,MN25,MN27
id_001015,train,498,2,15,54,2,-73.96475982666016,40.80714797973633,-73.965911865234375,40.79009246826172,1.6,MN09,MN12
id_001016,test,NA,24,2,16,3,-73.97943878173828,40.758880615234375,-73.98600769042969,40.76242446899414,0.7,MN17,MN15
id_001017,valid,1366,6,22,51,6,-73.97310638427734,40.74337387084961,-73.98278045654297,40.766658782958984,2.4,MN20,MN17
id_001018,train,2573,29,12,11,1,-74.012542724609375,40.70167541503906,-74.0764389038086,40.62660217285156,15.1,MN25,SI37
id_001019,train,1570,26,17,55,5,-73.95344543457031,40.8021240234375,-73.96992492675781,40.76252365112305,3.4,MN11,MN19
id_001020,train,609,25,18,53,4,-73.982208251953125,40.76982879638672,-73.970977783203125,40.76836013793945,0.78,MN14,MN99
id_001021,train,861,23,12,5,2,-73.9782485961914,40.786224365234375,-73.94598388671875,40.803043365478516,2.91,MN12,MN11
id_001022,valid,2207,26,19,40,5,-73.98200225830078,40.776790618896484,-73.92339324951172,40.8673210144043,7.86,MN14,MN01
id_001023,train,185,1,1,35,1,-73.984527587890625,40.740020751953125,-73.98430633544922,40.74625015258789,0.64,MN21,MN17
id_001024,valid,559,21,9,41,7,-74.01556396484375,40.71561813354492,-74.00726318359375,40.74838638305664,2.4,MN25,MN13
id_001025,train,467,6,11,42,6,-73.98714447021484,40.72507858276367,-73.974090576171875,40.739845275878906,1.3,MN22,MN20
id_001026,valid,1519,22,15,53,1,-73.9910888671875,40.75028610229492,-73.94678497314453,40.77670669555664,3.8,MN17,MN32
id_001027,train,416,4,0,33,4,-73.98616790771484,40.75017166137695,-73.98233795166016,40.76337814331055,1.53,MN17,MN17
id_001028,train,650,24,12,30,3,-73.99388122558594,40.76190185546875,-73.96258544921875,40.804771423339844,4,MN15,MN09
id_001029,train,172,16,10,28,2,-73.95244598388672,40.78173065185547,-73.94983673095703,40.783023834228516,0.3,MN40,MN32
id_001030,test,NA,31,20,42,3,-73.99549865722656,40.723297119140625,-73.96062469482422,40.65964889526367,5.3,MN24,BK60
id_001031,train,933,1,1,3,1,-73.991851806640625,40.7540397644043,-73.95345306396484,40.774131774902344,3.4,MN17,MN32
id_001032,train,202,16,21,58,2,-73.95206451416016,40.76918029785156,-73.96394348144531,40.75522232055664,1.41,MN31,MN19
id_001033,test,NA,28,20,53,7,-74.00572967529297,40.74042892456055,-73.98872375488281,40.74501037597656,1.34,MN23,MN13
id_001034,test,NA,27,23,33,6,-73.98737335205078,40.76063919067383,-73.98316192626953,40.722381591796875,24.42,MN15,MN28
id_001035,test,NA,23,17,21,2,-73.97203063964844,40.761810302734375,-73.961181640625,40.76668167114258,1.24,MN17,MN31
id_001036,train,650,19,18,43,5,-73.98790740966797,40.74085998535156,-73.9815673828125,40.751338958740234,0.84,MN13,MN20
id_001037,train,219,16,22,28,2,-73.96935272216797,40.7536506652832,-73.97651672363281,40.7517204284668,0.59,MN19,MN19
id_001038,train,690,6,18,12,6,-73.98362731933594,40.76543045043945,-73.96172332763672,40.79830551147461,2.6,MN17,MN12
id_001039,test,NA,4,14,18,4,-73.9681167602539,40.759376525878906,-73.98211669921875,40.776947021484375,2.5,MN19,MN14
id_001040,train,782,17,8,38,3,-74.01536560058594,40.71609878540039,-74.00660705566406,40.70634841918945,1.9,MN25,MN25
id_001041,train,454,30,13,37,2,-73.97035217285156,40.796661376953125,-73.97396087646484,40.78416442871094,1.1,MN12,MN12
id_001042,train,1198,29,0,33,1,-73.99354553222656,40.74554443359375,-73.9626235961914,40.70809555053711,4.5,MN13,BK73
id_001043,train,414,13,13,57,6,-73.9969711303711,40.74226760864258,-74.001220703125,40.72419357299805,1.4,MN13,MN24
id_001044,train,594,7,20,43,7,-73.99504852294922,40.74494934082031,-74.01084899902344,40.72024154663086,2.06,MN13,MN24
id_001045,train,793,4,0,34,4,-73.98848724365234,40.75883102416992,-73.94474029541016,40.802574157714844,4.3,MN17,MN34
id_001046,train,658,24,20,53,3,-73.9819107055664,40.7404670715332,-73.977813720703125,40.76362991333008,2.13,MN20,MN17
id_001047,train,515,14,22,3,7,-73.9869155883789,40.750213623046875,-73.98894500732422,40.736656188964844,1.3,MN17,MN21
id_001048,train,1378,4,13,17,4,-73.9627914428711,40.773128509521484,-73.98402404785156,40.760555267333984,2.2,MN40,MN17
id_001049,train,1091,5,8,33,5,-74.0028305053711,40.76039123535156,-74.00653839111328,40.72098922729492,2.96,MN13,MN24
id_001050,test,NA,26,0,44,5,-73.99871063232422,40.71989440917969,-74.01029205322266,40.71037292480469,1.28,MN24,MN25
id_001051,train,451,21,0,49,7,-73.97779846191406,40.75800704956055,-73.99030303955078,40.75151824951172,1.1,MN17,MN17
id_001052,train,886,12,12,7,5,-73.9903335571289,40.75650405883789,-73.97652435302734,40.758689880371094,1.01,MN15,MN17
id_001053,train,1282,13,11,5,6,-73.96796417236328,40.76228332519531,-73.982452392578125,40.751068115234375,1.35,MN40,MN20
id_001054,test,NA,20,23,26,6,-73.98661804199219,40.7578125,-74.00499725341797,40.7124137878418,3.8,MN17,MN24
id_001055,valid,258,15,9,53,1,-74.00689697265625,40.71607971191406,-74.00153350830078,40.73101043701172,1.11,MN24,MN23
id_001056,test,NA,17,20,43,3,-73.95398712158203,40.77482223510742,-73.96222686767578,40.76356887817383,0.9,MN32,MN31
id_001057,valid,190,23,23,24,2,-73.97755432128906,40.76486587524414,-73.98609924316406,40.76759338378906,0.62,MN17,MN15
id_001058,train,226,13,22,54,6,-74.00301361083984,40.733638763427734,-74.00257873535156,40.73944091796875,0.68,MN23,MN23
id_001059,train,872,4,7,40,4,-73.9546890258789,40.78398895263672,-73.97325134277344,40.75556945800781,2.29,MN40,MN19
id_001060,train,487,6,8,29,6,-73.961151123046875,40.77467346191406,-73.96564483642578,40.76603317260742,0.7,MN40,MN40
id_001061,train,366,21,13,38,7,-73.94123840332031,40.82341766357422,-73.9503402709961,40.82140350341797,0.7,MN03,MN06
id_001062,test,NA,1,12,40,1,-73.98084259033203,40.74203109741211,-73.9767837524414,40.754207611083984,1,MN20,MN19
id_001063,valid,353,4,14,10,4,-73.958770751953125,40.8008918762207,-73.96883392333984,40.79121780395508,0.99,MN11,MN12
id_001064,train,177,21,14,36,7,-73.95427703857422,40.766021728515625,-73.95661163330078,40.7711296081543,0.66,MN31,MN31
id_001065,train,1543,9,21,37,2,-73.98303985595703,40.77130126953125,-73.987396240234375,40.722450256347656,4.4,MN14,MN27
id_001066,test,NA,21,15,4,7,-73.97557067871094,40.75253677368164,-73.95672607421875,40.719970703125,6.1,MN19,BK73
id_001067,train,3045,16,11,14,2,-73.97740936279297,40.76210021972656,-73.78995513916016,40.64322280883789,21,MN17,QN98
id_001068,train,907,4,11,29,4,-73.95829772949219,40.77871322631836,-73.97647857666016,40.78248596191406,1.5,MN40,MN12
id_001069,test,NA,8,16,31,1,-74.00273132324219,40.714107513427734,-73.998046875,40.71963882446289,0.52,MN27,MN24
id_001070,train,1743,18,22,10,4,-73.98284149169922,40.72275161743164,-73.96101379394531,40.66107177734375,5.71,MN28,BK60
id_001071,train,316,28,18,58,7,-73.96092987060547,40.780948638916016,-73.95401763916016,40.779701232910156,0.62,MN99,MN40
id_001072,test,NA,28,22,51,7,-73.954071044921875,40.774845123291016,-74.00471496582031,40.71624755859375,6.7,MN32,MN24
id_001073,train,429,22,1,55,1,-73.98217010498047,40.7780876159668,-73.96898651123047,40.797645568847656,1.8,MN14,MN12
id_001074,train,729,15,10,2,1,-73.9743881225586,40.7830696105957,-73.94544982910156,40.79600143432617,2.56,MN12,MN33
id_001075,test,NA,15,0,27,1,-73.99354553222656,40.721466064453125,-74.01472473144531,40.71012496948242,2,MN27,MN25
id_001076,train,590,24,15,51,3,-73.96929168701172,40.76439666748047,-73.980010986328125,40.75462341308594,1,MN40,MN17
id_001077,valid,1397,25,13,39,4,-73.97978210449219,40.748756408691406,-73.98191833496094,40.76249694824219,1.3,MN20,MN17
id_001078,train,2128,11,22,4,4,-74.01399230957031,40.71281051635742,-73.92993927001953,40.76423645019531,8.7,MN25,QN70
id_001079,train,2221,13,20,22,6,-73.98023223876953,40.77544021606445,-73.987274169921875,40.72245788574219,4.8,MN14,MN27
id_001080,train,245,3,18,36,3,-73.982177734375,40.778343200683594,-73.9852066040039,40.77862548828125,0.23,MN14,MN14
id_001081,train,1744,21,19,30,7,-73.99478912353516,40.750030517578125,-73.97557830810547,40.756858825683594,1.63,MN17,MN17
id_001082,test,NA,27,20,18,6,-74.01177978515625,40.70846176147461,-73.98396301269531,40.746559143066406,3.76,MN25,MN17
id_001083,train,311,21,17,13,7,-74.01377868652344,40.70976638793945,-74.01554870605469,40.7047233581543,0.6,MN25,MN99
id_001084,train,1451,10,15,26,3,-73.96136474609375,40.764801025390625,-74.0102767944336,40.70770263671875,6.17,MN31,MN25
id_001085,valid,277,9,8,39,2,-73.99134826660156,40.75039291381836,-73.9871826171875,40.74063491821289,0.98,MN17,MN13
id_001086,valid,348,11,14,48,4,-73.97588348388672,40.75028610229492,-73.98504638671875,40.74755859375,0.66,MN20,MN17
id_001087,train,618,10,13,2,3,-73.9675521850586,40.76608657836914,-73.95314025878906,40.78862380981445,1.8,MN40,MN33
id_001088,train,1075,15,13,51,1,-73.99280548095703,40.76333999633789,-73.99834442138672,40.740726470947266,2,MN15,MN13
id_001089,test,NA,9,15,49,2,-73.99919891357422,40.7542724609375,-73.98204803466797,40.764610290527344,1.5,MN13,MN17
id_001090,train,2560,19,16,10,5,-73.9881820678711,40.731815338134766,-73.95052337646484,40.77238845825195,4.16,MN22,MN32
id_001091,train,831,8,0,8,1,-73.98754119873047,40.75040817260742,-73.95362854003906,40.77540588378906,3.08,MN17,MN32
id_001092,valid,110,10,17,35,3,-73.95674133300781,40.780601501464844,-73.95439910888672,40.783851623535156,0.4,MN40,MN40
id_001093,train,363,15,13,52,1,-73.95162200927734,40.769561767578125,-73.93953704833984,40.78948974609375,1.67,MN31,MN33
id_001094,test,NA,11,7,16,4,-73.962066650390625,40.76316833496094,-73.9744873046875,40.75605010986328,1.13,MN31,MN19
id_001095,valid,1849,14,0,41,7,-73.98905944824219,40.7532844543457,-73.9198989868164,40.76600646972656,5.1,MN17,QN70
id_001096,valid,1263,22,1,40,1,-73.98656463623047,40.76149368286133,-73.95609283447266,40.7271614074707,5.1,MN17,BK76
id_001097,train,279,9,8,2,2,-73.99170684814453,40.744110107421875,-73.98271179199219,40.7569694519043,1.03,MN13,MN17
id_001098,train,569,3,13,21,3,-74.0013427734375,40.716129302978516,-73.99794006347656,40.7293586730957,1.07,MN27,MN23
id_001099,train,191,15,12,50,1,-73.96955871582031,40.7903938293457,-73.97840881347656,40.77791213989258,0.9,MN12,MN14
id_001100,test,NA,21,1,20,7,-73.98821258544922,40.72793960571289,-73.995452880859375,40.73685836791992,1.18,MN22,MN13
