obs_id,train_id,class,text
id_001196,train,1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
id_001197,test,NA,What about this one then.
id_001198,train,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
id_001199,train,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
id_001200,train,0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
id_001201,train,1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
id_001202,train,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
id_001203,test,NA,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
id_001204,train,0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
id_001205,train,0,"Received, understood n acted upon!"
id_001206,valid,1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
id_001207,test,NA,You dont know you jabo me abi.
id_001208,train,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
id_001209,train,0,Is that on the telly? No its Brdget Jones!
id_001210,train,0,Your brother is a genius
id_001211,test,NA,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
id_001212,train,0,Friends that u can stay on fb chat with
id_001213,train,0,"Alright, see you in a bit"
id_001214,test,NA,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
id_001215,train,0,But i haf enuff space got like 4 mb...
id_001216,train,1,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
id_001217,train,0,Why i come in between you people
id_001218,test,NA,We currently have a message awaiting your collection. To collect your message just call 08718723815.
id_001219,valid,0,In e msg jus now. U said thanks for gift.
id_001220,train,1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
id_001221,test,NA,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
id_001222,test,NA,Our Prasanth ettans mother passed away last night. Just pray for her and family.
id_001223,train,1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
id_001224,test,NA,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
id_001225,train,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
id_001226,valid,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
id_001227,train,0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
id_001228,test,NA,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
id_001229,test,NA,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
id_001230,valid,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
id_001231,valid,0,Nt joking seriously i told
id_001232,test,NA,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
id_001233,train,1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
id_001234,train,0,She's fine. Sends her greetings
id_001235,test,NA,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
id_001236,test,NA,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
id_001237,train,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
id_001238,train,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
id_001239,train,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
id_001240,train,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
id_001241,test,NA,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
id_001242,train,0,"Nah man, my car is meant to be crammed full of people"
id_001243,valid,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
id_001244,train,0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
id_001245,train,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
id_001246,train,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
id_001247,train,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
id_001248,train,1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
id_001249,valid,0,Ok lar... Joking wif u oni...
id_001250,train,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
id_001251,train,0,And popping &lt;#&gt; ibuprofens was no help.
id_001252,valid,0,I'm aight. Wat's happening on your side.
id_001253,train,0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
id_001254,train,0,Dont know you bring some food
id_001255,test,NA,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
id_001256,valid,0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
id_001257,train,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
id_001258,test,NA,Ok going to sleep. Hope i can meet her.
id_001259,train,0,No no:)this is kallis home ground.amla home town is durban:)
id_001260,test,NA,R u in this continent?
id_001261,train,0,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
id_001262,train,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
id_001263,test,NA,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
id_001264,train,0,Y lei?
id_001265,valid,0,I am sorry it hurt you.
id_001266,test,NA,Go where n buy? Juz buy when we get there lar.
id_001267,train,0,Don know:)this week i'm going to tirunelvai da.
id_001268,valid,1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
id_001269,train,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
id_001270,test,NA,Be happy there. I will come after noon
id_001271,train,0,When you came to hostel.
id_001272,train,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
id_001273,train,0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
id_001274,train,0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
id_001275,train,0,Have you got Xmas radio times. If not i will get it now
id_001276,train,1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
